Year,Week,DateId,Team,Opp,Position,Player,PassAtt,PassCom,PassYds,PassTD,PassINT,Pass300,RushAtt,RushYds,RushTD,Rush100,RecTarg,RecCatches,RecYds,RecTD,Rec100,FumL,OffFumTD,TwoPT,RetYds,RetTD,FGMade0_19,FGMade20_29,FGMade30_39,FGMade40_49,FGMade50,PATMade,DefYardsTotal,DefPointsTotal,DefSk,DefTFL,DefINT,DefFF,DefFR,DefTD,DefSft,DefBlk,DefReturnTD,FantasyPointsDraftKings,FantasyPointsFanDuel
2024,10,20241110,BUF,@ IND,QB,Josh Allen,32.50000,22.00000,243.00000,1.73000,0.60000,0.22000,6.20000,32.00000,0.45000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.18000,,0.11000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,22.64,22.46
2024,10,20241110,BUF,@ IND,QB,Mike White,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,BUF,@ IND,QB,Mitchell Trubisky,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,BUF,@ IND,QB,Shane Buechele,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,BUF,@ IND,RB,Frank Gore,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.00,0.00
2024,10,20241110,BUF,@ IND,RB,James Cook,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.80000,61.00000,0.43000,0.14000,,2.40000,21.00000,0.14000,0.00000,0.11000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,14.33,13.02
2024,10,20241110,BUF,@ IND,RB,Ray Davis,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.30000,22.00000,0.15000,0.00000,,0.70000,5.00000,0.03000,0.00000,0.04000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,4.44,4.05
2024,10,20241110,BUF,@ IND,RB,Ty Johnson,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.10000,9.00000,0.04000,0.00000,,0.90000,8.00000,0.04000,0.00000,0.02000,,0.00000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,3.06,2.59
2024,10,20241110,BUF,@ IND,TE,Dalton Kincaid,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,4.60000,48.00000,0.37000,0.07000,0.04000,,0.02000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,11.83,9.49
2024,10,20241110,BUF,@ IND,TE,Dawson Knox,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,1.20000,13.00000,0.12000,0.00000,0.01000,,0.01000,0.0,0.00000,,,,,,,,,,0.0,,,,,,,,3.23,2.62
